payment_id,order_id,payment_method,payment_status,paid_amount,transaction_fee,payment_date
PAY00000362,ORD0000362,Credit Card,Failed,87892.13,28.27,2020-11-19
PAY00000363,ORD0000363,UPI,Success,22368.35,0.0,2022-06-19
PAY00000364,ORD0000364,Credit Card,Success,47060.78,16.67,2022-05-04
PAY00000365,ORD0000365,Credit Card,Success,81199.48,32.18,2022-09-20
PAY00000366,ORD0000366,UPI,Success,90438.44,0.0,2022-08-09
PAY00000367,ORD0000367,Debit Card,Success,84363.21,22.26,2021-02-23
PAY00000368,ORD0000368,Credit Card,Success,56020.41,20.48,2021-11-27
PAY00000369,ORD0000369,Debit Card,Success,83853.77,41.58,2023-05-27
PAY00000370,ORD0000370,Credit Card,Success,57345.25,49.84,2020-10-21
PAY00000371,ORD0000371,UPI,Success,45758.63,0.0,2021-10-02
PAY00000372,ORD0000372,Debit Card,Success,69107.23,10.25,2024-01-14
PAY00000373,ORD0000373,Debit Card,Success,72269.28,30.57,2021-10-16
PAY00000374,ORD0000374,UPI,Success,65004.62,0.0,2024-02-12
PAY00000375,ORD0000375,Credit Card,Success,60034.91,5.93,2021-12-11
PAY00000376,ORD0000376,UPI,Success,46540.85,0.0,2022-03-27
PAY00000377,ORD0000377,Credit Card,Success,19018.04,27.6,2020-09-28
PAY00000378,ORD0000378,Debit Card,Success,15988.87,42.28,2024-04-08
PAY00000379,ORD0000379,UPI,Success,39179.39,0.0,2022-02-01
PAY00000380,ORD0000380,UPI,Success,35748.44,0.0,2022-11-22
PAY00000381,ORD0000381,Debit Card,Success,13620.91,7.4,2023-02-28
PAY00000382,ORD0000382,Credit Card,Success,38567.45,6.87,2020-08-05
PAY00000383,ORD0000383,Credit Card,Refunded,23738.3,21.81,2021-10-16
PAY00000384,ORD0000384,Debit Card,Success,60349.4,16.48,2021-05-12
PAY00000385,ORD0000385,Debit Card,Success,76228.74,38.15,2022-08-17
PAY00000386,ORD0000386,Credit Card,Success,31900.94,46.11,2020-09-08
PAY00000387,ORD0000387,Wallet,Success,41820.95,29.04,2021-07-01
PAY00000388,ORD0000388,Wallet,Success,24119.22,11.03,2022-07-10
PAY00000389,ORD0000389,Debit Card,Success,70737.22,29.48,2021-05-22
PAY00000390,ORD0000390,Debit Card,Refunded,110657.4,27.29,2020-10-17
PAY00000391,ORD0000391,Credit Card,Refunded,62703.34,12.07,2020-07-18
PAY00000392,ORD0000392,Credit Card,Success,76836.6,6.03,2020-04-17
PAY00000393,ORD0000393,Credit Card,Success,15938.51,21.36,2021-08-20
PAY00000394,ORD0000394,Debit Card,Success,56241.26,49.55,2022-02-27
PAY00000395,ORD0000395,Netbanking,Success,8336.46,45.41,2023-06-17
PAY00000396,ORD0000396,UPI,Success,27069.52,0.0,2022-05-10
PAY00000397,ORD0000397,Debit Card,Success,81673.26,14.36,2021-05-23
PAY00000398,ORD0000398,Credit Card,Success,46394.5,44.03,2020-11-23
PAY00000399,ORD0000399,UPI,Success,3732.39,0.0,2024-07-26
PAY00000400,ORD0000400,UPI,Success,72086.0,0.0,2021-11-05
PAY00000401,ORD0000401,Debit Card,Refunded,87191.58,15.32,2023-03-31
PAY00000402,ORD0000402,UPI,Success,56574.79,0.0,2024-01-16
PAY00000403,ORD0000403,Debit Card,Success,88274.72,16.73,2021-10-06
PAY00000404,ORD0000404,Debit Card,Success,186301.77,7.65,2021-01-24
PAY00000405,ORD0000405,Credit Card,Success,12596.66,24.93,2024-04-14
PAY00000406,ORD0000406,Wallet,Success,35613.1,6.9,2020-11-24
PAY00000407,ORD0000407,Wallet,Success,97315.67,37.01,2022-10-20
PAY00000408,ORD0000408,Credit Card,Success,34546.63,26.51,2022-11-21
PAY00000409,ORD0000409,UPI,Success,102171.14,0.0,2022-08-14
PAY00000410,ORD0000410,Debit Card,Success,43412.01,34.4,2022-10-22
PAY00000411,ORD0000411,UPI,Success,126072.28,0.0,2021-09-24
PAY00000412,ORD0000412,Debit Card,Success,12358.63,48.05,2022-10-18
PAY00000413,ORD0000413,Netbanking,Success,107889.29,13.02,2020-02-18
PAY00000414,ORD0000414,Netbanking,Success,18138.62,43.28,2020-07-03
PAY00000415,ORD0000415,Credit Card,Success,33695.21,38.87,2022-03-17
PAY00000416,ORD0000416,Credit Card,Success,53726.67,26.78,2022-11-02
PAY00000417,ORD0000417,Credit Card,Success,62537.98,14.63,2022-07-27
PAY00000418,ORD0000418,Credit Card,Success,28918.55,15.96,2021-05-12
PAY00000419,ORD0000419,Debit Card,Success,25975.49,9.94,2021-03-20
PAY00000420,ORD0000420,Credit Card,Success,56048.51,26.39,2023-04-11
PAY00000421,ORD0000421,UPI,Success,71022.41,0.0,2021-12-27
PAY00000422,ORD0000422,Debit Card,Success,23674.63,45.63,2020-04-09
PAY00000423,ORD0000423,Credit Card,Success,35621.3,33.81,2020-04-16
PAY00000424,ORD0000424,UPI,Success,65963.84,0.0,2021-08-02
PAY00000425,ORD0000425,UPI,Success,33057.1,0.0,2022-10-11
PAY00000426,ORD0000426,Wallet,Refunded,82666.22,48.56,2023-05-12
PAY00000427,ORD0000427,Credit Card,Success,66651.67,49.88,2023-09-03
PAY00000428,ORD0000428,UPI,Success,77121.29,0.0,2023-10-12
PAY00000429,ORD0000429,Wallet,Success,31561.27,15.88,2022-08-24
PAY00000430,ORD0000430,Credit Card,Success,10672.25,42.31,2021-08-12
PAY00000431,ORD0000431,Credit Card,Success,35000.92,9.12,2023-01-05
PAY00000432,ORD0000432,Credit Card,Refunded,86662.11,13.56,2020-01-17
PAY00000433,ORD0000433,UPI,Success,92604.17,0.0,2020-08-10
PAY00000434,ORD0000434,Wallet,Success,80455.1,16.16,2022-06-01
PAY00000435,ORD0000435,Credit Card,Success,80658.08,23.28,2020-10-01
PAY00000436,ORD0000436,Credit Card,Success,39547.9,15.74,2021-06-28
PAY00000437,ORD0000437,Credit Card,Success,13717.68,48.47,2024-01-29
PAY00000438,ORD0000438,Credit Card,Success,11153.35,46.38,2022-01-21
PAY00000439,ORD0000439,Wallet,Success,66163.34,16.53,2024-04-16
PAY00000440,ORD0000440,Netbanking,Success,70610.18,6.77,2022-04-07
PAY00000441,ORD0000441,Debit Card,Success,18852.15,23.98,2022-01-20
PAY00000442,ORD0000442,Netbanking,Success,51071.54,20.61,2020-04-02
PAY00000443,ORD0000443,Debit Card,Success,46638.15,14.93,2022-04-03
PAY00000444,ORD0000444,UPI,Success,40095.36,0.0,2020-04-17
PAY00000445,ORD0000445,Debit Card,Success,84879.29,26.75,2023-03-15
PAY00000446,ORD0000446,Credit Card,Failed,129021.58,42.19,2023-02-27
PAY00000447,ORD0000447,Debit Card,Success,34869.24,32.48,2021-02-06
PAY00000448,ORD0000448,Wallet,Success,86598.39,28.78,2022-01-14
PAY00000449,ORD0000449,Debit Card,Success,10975.55,21.27,2023-02-09
PAY00000450,ORD0000450,Debit Card,Success,20052.79,21.66,2021-08-15
PAY00000451,ORD0000451,Debit Card,Success,9194.54,15.93,2020-06-03
PAY00000452,ORD0000452,Netbanking,Failed,71834.96,21.27,2022-03-02
PAY00000453,ORD0000453,Wallet,Success,3743.5,11.9,2022-10-30
PAY00000454,ORD0000454,Debit Card,Success,55882.56,33.84,2022-07-11
PAY00000455,ORD0000455,Wallet,Success,34157.68,14.86,2024-04-15
PAY00000456,ORD0000456,Credit Card,Success,32084.98,45.83,2023-01-31
PAY00000457,ORD0000457,Debit Card,Success,13815.74,24.47,2021-07-30
PAY00000458,ORD0000458,Credit Card,Success,32801.62,38.65,2024-08-20
PAY00000459,ORD0000459,Cash on Delivery,Success,69887.12,38.77,2023-06-30
PAY00000460,ORD0000460,Credit Card,Success,75468.59,15.09,2023-10-27
PAY00000461,ORD0000461,Wallet,Success,74686.95,33.99,2023-06-07
PAY00000462,ORD0000462,Netbanking,Success,99293.79,32.74,2020-08-31
PAY00000463,ORD0000463,Credit Card,Success,56040.27,41.41,2020-09-20
PAY00000464,ORD0000464,Netbanking,Success,4117.86,36.38,2020-07-20
PAY00000465,ORD0000465,Debit Card,Success,26724.73,35.22,2022-03-21
PAY00000466,ORD0000466,Netbanking,Success,29558.28,47.6,2022-02-05
PAY00000467,ORD0000467,Debit Card,Success,70693.17,32.24,2024-06-19
PAY00000468,ORD0000468,Debit Card,Success,64137.49,31.28,2021-11-27
PAY00000469,ORD0000469,UPI,Success,50303.71,0.0,2023-02-16
PAY00000470,ORD0000470,Credit Card,Success,38262.61,11.83,2022-01-21
PAY00000471,ORD0000471,Wallet,Success,60479.0,36.75,2024-03-29
PAY00000472,ORD0000472,Wallet,Success,69842.4,43.16,2020-10-23
PAY00000473,ORD0000473,Credit Card,Success,12220.46,40.72,2021-02-15
PAY00000474,ORD0000474,Credit Card,Success,49057.46,46.93,2023-05-18
PAY00000475,ORD0000475,UPI,Success,91320.46,0.0,2022-11-12
PAY00000476,ORD0000476,Debit Card,Success,118471.52,43.81,2022-04-03
PAY00000477,ORD0000477,Credit Card,Success,23480.33,29.93,2022-10-21
PAY00000478,ORD0000478,Wallet,Success,10551.87,37.17,2020-03-24
PAY00000479,ORD0000479,Cash on Delivery,Success,19043.35,18.39,2020-04-04
PAY00000480,ORD0000480,Credit Card,Success,36018.7,5.93,2020-03-24
PAY00000481,ORD0000481,Credit Card,Failed,81095.71,5.27,2020-10-08
PAY00000482,ORD0000482,Wallet,Success,100056.82,14.03,2024-01-03
PAY00000483,ORD0000483,Debit Card,Success,44071.9,17.11,2021-11-14
PAY00000484,ORD0000484,Cash on Delivery,Success,55106.2,31.27,2024-07-08
PAY00000485,ORD0000485,UPI,Success,125051.46,0.0,2022-09-01
PAY00000486,ORD0000486,Debit Card,Success,10462.52,20.03,2022-11-30
PAY00000487,ORD0000487,Netbanking,Success,29256.45,42.33,2022-07-27
PAY00000488,ORD0000488,Wallet,Refunded,22659.84,15.48,2020-11-05
PAY00000489,ORD0000489,Debit Card,Success,20365.37,24.33,2023-05-28
PAY00000490,ORD0000490,Credit Card,Success,75336.68,9.23,2022-11-22
PAY00000491,ORD0000491,UPI,Success,93304.2,0.0,2020-10-15
PAY00000492,ORD0000492,Wallet,Success,11052.92,36.42,2021-11-04
PAY00000493,ORD0000493,Credit Card,Success,18664.57,41.98,2023-06-11
PAY00000494,ORD0000494,Wallet,Success,73581.68,25.26,2021-10-18
PAY00000495,ORD0000495,Wallet,Success,72246.7,15.69,2020-11-29
PAY00000496,ORD0000496,Credit Card,Success,84987.0,6.24,2022-03-19
PAY00000497,ORD0000497,UPI,Success,59638.62,0.0,2023-06-17
PAY00000498,ORD0000498,Debit Card,Success,22669.43,18.98,2024-02-24
PAY00000499,ORD0000499,Credit Card,Success,47780.78,35.53,2021-09-06
PAY00000500,ORD0000500,Credit Card,Success,29555.97,33.91,2023-05-03
PAY00000501,ORD0000501,UPI,Success,169457.36,0.0,2021-11-22
PAY00000502,ORD0000502,Credit Card,Success,18448.38,43.92,2022-11-04
PAY00000503,ORD0000503,UPI,Failed,23548.98,0.0,2024-08-23
PAY00000504,ORD0000504,Debit Card,Success,50327.14,33.84,2022-11-13
PAY00000505,ORD0000505,Credit Card,Success,123770.46,29.72,2022-12-29
PAY00000506,ORD0000506,Debit Card,Failed,92431.38,31.35,2022-10-02
PAY00000507,ORD0000507,Debit Card,Success,2171.78,25.41,2023-12-22
PAY00000508,ORD0000508,Credit Card,Success,19057.87,28.77,2023-03-02
PAY00000509,ORD0000509,Debit Card,Success,15500.23,39.17,2021-09-08
PAY00000510,ORD0000510,UPI,Success,163162.18,0.0,2022-09-01
PAY00000511,ORD0000511,Credit Card,Success,10024.31,38.58,2024-07-30
PAY00000512,ORD0000512,Credit Card,Failed,46533.34,9.74,2020-02-06
PAY00000513,ORD0000513,Cash on Delivery,Success,21370.63,31.27,2022-01-27
PAY00000514,ORD0000514,Debit Card,Success,96083.65,27.27,2021-11-09
PAY00000515,ORD0000515,Wallet,Success,92010.99,37.16,2023-10-14
PAY00000516,ORD0000516,Debit Card,Success,54575.23,24.98,2020-08-12
PAY00000517,ORD0000517,Credit Card,Success,81296.07,35.96,2022-05-03
PAY00000518,ORD0000518,Credit Card,Success,27834.3,42.24,2023-04-13
PAY00000519,ORD0000519,UPI,Success,15982.36,0.0,2021-09-23
PAY00000520,ORD0000520,Debit Card,Success,13469.16,22.72,2024-06-22
PAY00000521,ORD0000521,Netbanking,Success,35670.96,18.19,2024-01-25
PAY00000522,ORD0000522,Wallet,Success,81971.4,14.69,2023-11-14
PAY00000523,ORD0000523,Credit Card,Success,63302.3,31.04,2023-07-16
PAY00000524,ORD0000524,UPI,Success,5250.59,0.0,2020-02-28
PAY00000525,ORD0000525,Credit Card,Success,61326.07,6.28,2023-05-10
PAY00000526,ORD0000526,Debit Card,Success,40401.48,16.55,2022-08-29
PAY00000527,ORD0000527,Credit Card,Success,33746.98,49.53,2021-06-28
PAY00000528,ORD0000528,Debit Card,Success,47117.37,18.71,2023-09-04
PAY00000529,ORD0000529,Wallet,Success,107825.71,5.03,2024-05-25
PAY00000530,ORD0000530,Wallet,Success,15333.39,49.56,2024-05-09
PAY00000531,ORD0000531,UPI,Success,89496.4,0.0,2023-04-02
PAY00000532,ORD0000532,UPI,Failed,68753.26,0.0,2023-04-01
PAY00000533,ORD0000533,Netbanking,Success,21238.73,10.93,2021-04-12
PAY00000534,ORD0000534,Credit Card,Success,10178.31,29.31,2024-01-18
PAY00000535,ORD0000535,Debit Card,Success,48725.11,5.52,2020-04-16
PAY00000536,ORD0000536,Credit Card,Success,21641.44,38.82,2023-04-14
PAY00000537,ORD0000537,Credit Card,Success,48635.24,20.09,2022-09-11
PAY00000538,ORD0000538,UPI,Success,60462.93,0.0,2020-12-18
PAY00000539,ORD0000539,Credit Card,Success,126608.41,5.87,2022-12-12
PAY00000540,ORD0000540,Netbanking,Success,92651.27,44.27,2023-07-12
PAY00000541,ORD0000541,Debit Card,Success,84930.82,21.22,2024-01-18
PAY00000542,ORD0000542,Debit Card,Success,90947.0,35.04,2023-06-27
PAY00000543,ORD0000543,Debit Card,Success,114590.41,49.96,2024-05-06
PAY00000544,ORD0000544,Credit Card,Success,56863.08,39.83,2022-02-21
PAY00000545,ORD0000545,Wallet,Success,56869.61,33.23,2020-11-02
PAY00000546,ORD0000546,UPI,Success,102621.34,0.0,2024-08-10
PAY00000547,ORD0000547,Credit Card,Success,48474.91,28.24,2023-10-28
PAY00000548,ORD0000548,UPI,Success,67268.55,0.0,2021-05-14
PAY00000549,ORD0000549,Credit Card,Failed,43041.53,35.06,2020-03-09
PAY00000550,ORD0000550,UPI,Success,38586.25,0.0,2023-03-19
PAY00000551,ORD0000551,Debit Card,Refunded,26782.08,43.72,2023-12-06
PAY00000552,ORD0000552,Debit Card,Success,108635.42,33.95,2020-08-17
PAY00000553,ORD0000553,UPI,Success,135166.29,0.0,2021-01-28
PAY00000554,ORD0000554,Wallet,Success,57641.7,45.07,2020-02-11
PAY00000555,ORD0000555,Debit Card,Success,85129.41,35.14,2022-06-24
PAY00000556,ORD0000556,UPI,Failed,53575.23,0.0,2021-10-08
PAY00000557,ORD0000557,Debit Card,Success,126599.65,7.29,2022-05-08
PAY00000558,ORD0000558,Debit Card,Success,52918.52,10.65,2020-11-09
PAY00000559,ORD0000559,Wallet,Success,898.14,40.3,2022-04-29
PAY00000560,ORD0000560,Debit Card,Success,43171.64,48.1,2023-11-17
PAY00000561,ORD0000561,Debit Card,Success,15127.46,37.2,2021-02-24
PAY00000562,ORD0000562,Credit Card,Success,70592.55,8.18,2022-04-21
PAY00000563,ORD0000563,UPI,Success,160105.36,0.0,2022-10-25
PAY00000564,ORD0000564,UPI,Success,108606.03,0.0,2024-05-09
PAY00000565,ORD0000565,UPI,Success,81969.18,0.0,2023-06-06
PAY00000566,ORD0000566,Debit Card,Success,21646.14,13.02,2022-08-26
PAY00000567,ORD0000567,Credit Card,Success,13285.35,34.12,2024-02-17
PAY00000568,ORD0000568,UPI,Success,18208.85,0.0,2024-02-02
PAY00000569,ORD0000569,Credit Card,Success,55383.31,46.07,2020-05-11
PAY00000570,ORD0000570,UPI,Success,49837.06,0.0,2023-12-17
PAY00000571,ORD0000571,Netbanking,Success,50375.91,47.01,2020-10-12
PAY00000572,ORD0000572,Wallet,Success,56592.51,40.2,2022-11-30
PAY00000573,ORD0000573,UPI,Success,54259.52,0.0,2021-03-03
PAY00000574,ORD0000574,Debit Card,Success,19142.03,20.44,2023-02-25
PAY00000575,ORD0000575,Credit Card,Success,61353.51,43.04,2021-10-27
PAY00000576,ORD0000576,Cash on Delivery,Success,115553.06,10.84,2023-09-21
PAY00000577,ORD0000577,Netbanking,Success,120079.22,12.67,2022-09-09
PAY00000578,ORD0000578,Debit Card,Success,14309.09,39.99,2022-12-14
PAY00000579,ORD0000579,UPI,Success,51440.87,0.0,2022-02-11
PAY00000580,ORD0000580,Debit Card,Failed,30928.45,36.06,2021-10-08
PAY00000581,ORD0000581,UPI,Success,72904.54,0.0,2020-12-24
PAY00000582,ORD0000582,Credit Card,Success,21576.6,13.09,2022-07-30
PAY00000583,ORD0000583,Cash on Delivery,Success,69161.34,48.56,2022-12-31
PAY00000584,ORD0000584,UPI,Success,16412.33,0.0,2021-12-05
PAY00000585,ORD0000585,Credit Card,Success,53729.98,16.5,2023-01-25
PAY00000586,ORD0000586,Debit Card,Success,67870.2,34.82,2021-12-29
PAY00000587,ORD0000587,Debit Card,Success,61636.64,5.43,2023-10-19
PAY00000588,ORD0000588,Debit Card,Success,96390.26,5.41,2024-05-03
PAY00000589,ORD0000589,Debit Card,Success,32079.93,6.88,2024-01-18
PAY00000590,ORD0000590,Debit Card,Success,23113.44,27.36,2023-10-26
PAY00000591,ORD0000591,Debit Card,Success,106815.4,32.63,2023-08-11
PAY00000592,ORD0000592,Wallet,Success,49012.92,11.86,2024-07-04
PAY00000593,ORD0000593,Credit Card,Success,100220.62,27.62,2023-11-21
PAY00000594,ORD0000594,Credit Card,Success,67235.98,33.19,2021-06-29
PAY00000595,ORD0000595,Debit Card,Success,12620.9,34.83,2023-06-05
PAY00000596,ORD0000596,Debit Card,Success,22049.33,42.74,2022-09-20
PAY00000597,ORD0000597,UPI,Success,29011.68,0.0,2021-01-30
PAY00000598,ORD0000598,Credit Card,Failed,44022.0,48.7,2021-05-20
PAY00000599,ORD0000599,Credit Card,Success,50276.56,47.46,2021-07-28
PAY00000600,ORD0000600,Wallet,Success,116721.26,49.32,2023-02-19
PAY00000601,ORD0000601,Debit Card,Success,68398.79,47.93,2021-09-05
PAY00000602,ORD0000602,Credit Card,Success,6860.04,32.77,2021-04-06
PAY00000603,ORD0000603,Netbanking,Success,98848.17,27.17,2021-09-03
PAY00000604,ORD0000604,Netbanking,Failed,23426.73,24.09,2024-04-29
PAY00000605,ORD0000605,Credit Card,Success,51973.46,23.93,2021-08-17
PAY00000606,ORD0000606,Wallet,Refunded,114532.43,27.84,2023-12-18
PAY00000607,ORD0000607,Debit Card,Success,18253.65,32.59,2021-03-03
PAY00000608,ORD0000608,Credit Card,Success,41093.4,19.89,2023-11-18
PAY00000609,ORD0000609,Debit Card,Success,29652.64,27.28,2023-12-14
PAY00000610,ORD0000610,Netbanking,Success,88832.13,19.51,2022-09-29
PAY00000611,ORD0000611,Credit Card,Success,56160.4,20.3,2021-10-11
PAY00000612,ORD0000612,Credit Card,Success,6351.04,25.2,2022-09-10
PAY00000613,ORD0000613,Debit Card,Success,3729.73,21.01,2021-12-17
PAY00000614,ORD0000614,UPI,Success,107095.19,0.0,2023-02-22
PAY00000615,ORD0000615,Credit Card,Failed,96721.64,26.06,2024-06-20
PAY00000616,ORD0000616,UPI,Success,41835.49,0.0,2024-01-17
PAY00000617,ORD0000617,UPI,Success,41308.41,0.0,2021-07-15
PAY00000618,ORD0000618,Netbanking,Success,59174.44,10.66,2021-08-14
PAY00000619,ORD0000619,Credit Card,Success,56997.95,26.77,2020-09-09
PAY00000620,ORD0000620,UPI,Success,46470.36,0.0,2023-03-21
PAY00000621,ORD0000621,Wallet,Success,39888.05,12.77,2023-10-20
PAY00000622,ORD0000622,Credit Card,Success,40168.72,17.16,2023-01-17
PAY00000623,ORD0000623,Debit Card,Success,98815.87,25.25,2022-02-16
PAY00000624,ORD0000624,Debit Card,Success,65162.8,14.43,2022-03-19
PAY00000625,ORD0000625,Debit Card,Success,87807.28,14.88,2024-08-06
PAY00000626,ORD0000626,Credit Card,Success,19237.46,47.2,2021-12-11
PAY00000627,ORD0000627,Credit Card,Success,99309.75,9.17,2024-05-02
PAY00000628,ORD0000628,Wallet,Success,75677.88,20.4,2024-07-07
PAY00000629,ORD0000629,Debit Card,Success,72706.34,11.79,2020-10-26
PAY00000630,ORD0000630,Credit Card,Success,36487.03,14.49,2021-08-19
PAY00000631,ORD0000631,Debit Card,Success,76639.58,42.88,2020-03-31
PAY00000632,ORD0000632,Credit Card,Success,57548.34,19.25,2021-08-14
PAY00000633,ORD0000633,Credit Card,Success,17186.54,8.6,2024-01-03
PAY00000634,ORD0000634,Wallet,Success,111875.71,25.09,2020-06-13
PAY00000635,ORD0000635,Debit Card,Success,31763.29,14.38,2021-12-14
PAY00000636,ORD0000636,Credit Card,Success,28338.22,34.98,2022-06-24
PAY00000637,ORD0000637,Wallet,Success,23426.83,15.07,2023-09-06
PAY00000638,ORD0000638,Credit Card,Success,157455.49,49.73,2021-06-11
PAY00000639,ORD0000639,Credit Card,Success,15505.71,10.47,2024-03-11
PAY00000640,ORD0000640,Credit Card,Success,29880.65,34.02,2022-09-09
PAY00000641,ORD0000641,Netbanking,Success,92706.41,21.96,2021-03-18
PAY00000642,ORD0000642,Debit Card,Success,76451.18,28.98,2021-02-18
PAY00000643,ORD0000643,Credit Card,Success,33137.33,21.41,2024-08-26
PAY00000644,ORD0000644,Debit Card,Success,7469.43,43.75,2023-01-08
PAY00000645,ORD0000645,Credit Card,Success,31734.25,20.77,2021-07-10
PAY00000646,ORD0000646,Wallet,Success,137803.95,20.48,2023-02-25
PAY00000647,ORD0000647,Credit Card,Success,88248.13,25.82,2023-11-30
PAY00000648,ORD0000648,UPI,Success,26732.4,0.0,2021-07-13
PAY00000649,ORD0000649,Wallet,Success,42279.88,13.64,2020-10-08
PAY00000650,ORD0000650,Credit Card,Success,28658.3,29.21,2020-08-15
PAY00000651,ORD0000651,Credit Card,Success,14834.42,13.79,2023-06-16
PAY00000652,ORD0000652,Debit Card,Success,13580.02,17.8,2024-02-27
PAY00000653,ORD0000653,Debit Card,Success,172019.3,39.64,2023-04-19
PAY00000654,ORD0000654,Credit Card,Success,49109.48,14.14,2021-05-07
PAY00000655,ORD0000655,Credit Card,Success,113621.81,5.38,2021-05-12
PAY00000656,ORD0000656,UPI,Success,90398.03,0.0,2020-04-13
PAY00000657,ORD0000657,Netbanking,Success,31509.17,46.47,2023-10-07
PAY00000658,ORD0000658,Debit Card,Success,18533.81,14.27,2022-12-27
PAY00000659,ORD0000659,Debit Card,Success,122540.16,40.15,2021-04-09
PAY00000660,ORD0000660,Wallet,Success,71985.97,42.53,2023-08-02
PAY00000661,ORD0000661,Debit Card,Success,47111.97,39.47,2021-04-24
PAY00000662,ORD0000662,Credit Card,Success,43407.14,43.02,2020-04-21
PAY00000663,ORD0000663,Debit Card,Success,152742.29,35.97,2020-07-24
PAY00000664,ORD0000664,Credit Card,Success,15681.2,6.9,2022-04-28
PAY00000665,ORD0000665,Wallet,Success,57666.91,25.15,2021-11-09
PAY00000666,ORD0000666,Credit Card,Success,56533.04,13.69,2024-01-13
PAY00000667,ORD0000667,Wallet,Success,80108.86,31.71,2022-08-29
PAY00000668,ORD0000668,Netbanking,Failed,116670.98,36.45,2020-07-24
PAY00000669,ORD0000669,Wallet,Success,95905.81,48.94,2023-10-29
PAY00000670,ORD0000670,Credit Card,Success,64078.94,34.87,2024-04-29
PAY00000671,ORD0000671,Debit Card,Success,46197.05,25.9,2020-10-11
PAY00000672,ORD0000672,Debit Card,Success,36909.63,44.78,2020-01-14
